lncORF ID,lncORF transcript,,,,Variant,,Trait type,-log10(GWAS P value)
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995677,stem diameter,12.5143
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995677,stem diameter,12.9872
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995677,stem diameter,12.9872
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995833,stem diameter,12.3125
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995833,stem diameter,12.3125
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995833,stem diameter,12.5143
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995833,stem diameter,12.5143
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995833,stem diameter,12.9872
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995833,stem diameter,12.9872
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995888,stem diameter,11.6021
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995888,stem diameter,11.9101
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995888,stem diameter,12.3019
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995894,stem diameter,11.6021
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995894,stem diameter,11.9101
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995894,stem diameter,12.3019
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995907,stem diameter,11.6021
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995907,stem diameter,11.9101
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995907,stem diameter,12.3019
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995949,stem diameter,12.3125
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995949,stem diameter,12.3125
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995949,stem diameter,12.5143
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995949,stem diameter,12.5143
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995949,stem diameter,12.9872
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22995949,stem diameter,12.9872
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996177,stem diameter,12.3125
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996177,stem diameter,12.3125
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996177,stem diameter,12.5143
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996177,stem diameter,12.5143
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996177,stem diameter,12.9872
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996177,stem diameter,12.9872
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996344,stem diameter,12.3125
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996344,stem diameter,12.3125
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996344,stem diameter,12.5143
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996344,stem diameter,12.5143
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996344,stem diameter,12.9872
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996344,stem diameter,12.9872
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996443,stem diameter,12.2565
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996443,stem diameter,12.2565
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996443,stem diameter,12.3429
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996443,stem diameter,12.3429
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996443,stem diameter,12.9066
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996443,stem diameter,12.9066
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996487,stem diameter,12.3125
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996487,stem diameter,12.3125
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996487,stem diameter,12.5143
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996487,stem diameter,12.5143
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996487,stem diameter,12.9872
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996487,stem diameter,12.9872
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996555,stem diameter,12.3125
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996555,stem diameter,12.3125
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996555,stem diameter,12.5143
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996555,stem diameter,12.5143
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996555,stem diameter,12.9872
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22996555,stem diameter,12.9872
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,22999325,root dry weight,4.81816
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,23000235,stem diameter,11.2716
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,23000235,stem diameter,11.6271
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,23000235,stem diameter,11.7033
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,23000325,stem diameter,12.0227
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,23000325,stem diameter,12.1255
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,23000325,stem diameter,12.3468
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,23000429,stem diameter,11.8508
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,23000429,stem diameter,12.0921
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,23000429,stem diameter,12.1618
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,23000640,stem diameter,11.7423
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,23000640,stem diameter,11.9355
OsLncORF07121,Chr11,22994831,23002233,-,Chr11,23000640,stem diameter,11.9747
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995056,stem diameter,11.7696
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995056,stem diameter,11.8928
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995056,stem diameter,12.1599
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995060,stem diameter,13.1858
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995060,stem diameter,13.1858
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995060,stem diameter,13.4067
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995060,stem diameter,13.4067
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995060,stem diameter,13.8069
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995060,stem diameter,13.8069
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995067,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995067,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995067,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995067,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995067,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995067,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995068,stem diameter,13.1858
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995068,stem diameter,13.1858
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995068,stem diameter,13.4067
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995068,stem diameter,13.4067
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995068,stem diameter,13.8069
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995068,stem diameter,13.8069
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995100,stem diameter,13.6402
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995100,stem diameter,13.6402
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995100,stem diameter,13.8633
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995100,stem diameter,13.8633
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995100,stem diameter,14.3143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995100,stem diameter,14.3143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995106,breaking strength of the basal internode,10.1586
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995106,breaking strength of the basal internode,10.1586
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995106,stem diameter,14.0915
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995106,stem diameter,14.0915
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995106,stem diameter,14.5287
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995106,stem diameter,14.5287
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995106,stem diameter,14.7905
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995106,stem diameter,14.7905
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995110,stem diameter,13.6198
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995110,stem diameter,13.6198
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995110,stem diameter,14.0516
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995110,stem diameter,14.0516
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995110,stem diameter,14.2628
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995110,stem diameter,14.2628
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995161,stem diameter,12.7423
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995161,stem diameter,12.7423
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995161,stem diameter,12.9469
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995161,stem diameter,12.9469
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995161,stem diameter,13.4724
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995161,stem diameter,13.4724
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995184,stem diameter,12.1785
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995184,stem diameter,12.1785
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995184,stem diameter,12.3737
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995184,stem diameter,12.3737
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995184,stem diameter,12.7305
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995184,stem diameter,12.7305
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995198,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995198,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995198,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995198,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995198,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995198,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995271,stem diameter,11.6162
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995271,stem diameter,11.8477
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995271,stem diameter,12.2823
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995313,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995313,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995313,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995313,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995313,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995313,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995349,stem diameter,11.4895
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995349,stem diameter,11.7878
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995349,stem diameter,12.0701
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995404,stem diameter,12.1785
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995404,stem diameter,12.1785
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995404,stem diameter,12.3737
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995404,stem diameter,12.3737
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995404,stem diameter,12.7305
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995404,stem diameter,12.7305
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995503,stem diameter,10.383
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995524,stem diameter,11.9393
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995524,stem diameter,12.6968
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995529,stem diameter,11.279
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995529,stem diameter,11.6737
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995529,stem diameter,11.8962
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995677,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995677,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995677,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995677,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995677,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995677,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995833,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995833,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995833,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995833,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995833,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995833,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995888,stem diameter,11.6021
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995888,stem diameter,11.9101
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995888,stem diameter,12.3019
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995894,stem diameter,11.6021
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995894,stem diameter,11.9101
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995894,stem diameter,12.3019
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995907,stem diameter,11.6021
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995907,stem diameter,11.9101
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995907,stem diameter,12.3019
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995949,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995949,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995949,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995949,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995949,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22995949,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996177,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996177,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996177,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996177,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996177,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996177,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996344,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996344,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996344,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996344,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996344,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996344,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996443,stem diameter,12.2565
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996443,stem diameter,12.2565
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996443,stem diameter,12.3429
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996443,stem diameter,12.3429
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996443,stem diameter,12.9066
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996443,stem diameter,12.9066
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996487,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996487,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996487,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996487,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996487,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996487,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996555,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996555,stem diameter,12.3125
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996555,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996555,stem diameter,12.5143
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996555,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22996555,stem diameter,12.9872
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,22999325,root dry weight,4.81816
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,23000235,stem diameter,11.2716
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,23000235,stem diameter,11.6271
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,23000235,stem diameter,11.7033
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,23000325,stem diameter,12.0227
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,23000325,stem diameter,12.1255
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,23000325,stem diameter,12.3468
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,23000429,stem diameter,11.8508
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,23000429,stem diameter,12.0921
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,23000429,stem diameter,12.1618
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,23000640,stem diameter,11.7423
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,23000640,stem diameter,11.9355
OsLncORF07122,Chr11,22994831,23002233,-,Chr11,23000640,stem diameter,11.9747
OsLncORF07123,Chr11,23000797,23010476,+,Chr11,23009617,secondary internode length,3.38405
OsLncORF07124,Chr11,23000797,23010476,+,Chr11,23009617,secondary internode length,3.38405
OsLncORF07125,Chr11,23000797,23010476,+,Chr11,23009617,secondary internode length,3.38405
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995056,stem diameter,11.7696
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995056,stem diameter,11.8928
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995056,stem diameter,12.1599
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995060,stem diameter,13.1858
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995060,stem diameter,13.1858
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995060,stem diameter,13.4067
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995060,stem diameter,13.4067
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995060,stem diameter,13.8069
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995060,stem diameter,13.8069
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995067,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995067,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995067,stem diameter,12.5143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995067,stem diameter,12.5143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995067,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995067,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995068,stem diameter,13.1858
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995068,stem diameter,13.1858
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995068,stem diameter,13.4067
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995068,stem diameter,13.4067
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995068,stem diameter,13.8069
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995068,stem diameter,13.8069
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995100,stem diameter,13.6402
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995100,stem diameter,13.6402
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995100,stem diameter,13.8633
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995100,stem diameter,13.8633
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995100,stem diameter,14.3143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995100,stem diameter,14.3143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995106,breaking strength of the basal internode,10.1586
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995106,breaking strength of the basal internode,10.1586
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995106,stem diameter,14.0915
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995106,stem diameter,14.0915
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995106,stem diameter,14.5287
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995106,stem diameter,14.5287
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995106,stem diameter,14.7905
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995106,stem diameter,14.7905
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995110,stem diameter,13.6198
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995110,stem diameter,13.6198
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995110,stem diameter,14.0516
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995110,stem diameter,14.0516
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995110,stem diameter,14.2628
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995110,stem diameter,14.2628
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995161,stem diameter,12.7423
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995161,stem diameter,12.7423
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995161,stem diameter,12.9469
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995161,stem diameter,12.9469
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995161,stem diameter,13.4724
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995161,stem diameter,13.4724
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995184,stem diameter,12.1785
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995184,stem diameter,12.1785
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995184,stem diameter,12.3737
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995184,stem diameter,12.3737
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995184,stem diameter,12.7305
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995184,stem diameter,12.7305
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995198,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995198,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995198,stem diameter,12.5143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995198,stem diameter,12.5143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995198,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995198,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995271,stem diameter,11.6162
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995271,stem diameter,11.8477
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995271,stem diameter,12.2823
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995313,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995313,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995313,stem diameter,12.5143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995313,stem diameter,12.5143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995313,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995313,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995349,stem diameter,11.4895
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995349,stem diameter,11.7878
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995349,stem diameter,12.0701
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995404,stem diameter,12.1785
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995404,stem diameter,12.1785
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995404,stem diameter,12.3737
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995404,stem diameter,12.3737
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995404,stem diameter,12.7305
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995404,stem diameter,12.7305
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995503,stem diameter,10.383
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995524,stem diameter,11.9393
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995524,stem diameter,12.6968
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995529,stem diameter,11.279
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995529,stem diameter,11.6737
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995529,stem diameter,11.8962
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995677,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995677,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995677,stem diameter,12.5143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995677,stem diameter,12.5143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995677,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995677,stem diameter,12.9872
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995833,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995833,stem diameter,12.3125
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995833,stem diameter,12.5143
OsLncORF07126,Chr11,22994831,23002233,-,Chr11,22995833,stem diameter,12.5143
